epoch	train_loss	valid_loss	train_qwk	valid_qwk
0	0.7406741553998512	0.7239068364319594	0.7461339613416351	0.752045839917789
1	0.6416657973566781	0.6300255186531855	0.7974250597734907	0.8455201547374287
2	0.6039806865155697	0.51790551274367	0.8068369944229022	0.8796663877914721
3	0.5503913297358415	0.5525285441266454	0.8427312608081073	0.8655157596804856
4	0.5092930605473078	0.44440603061862616	0.8684189706382894	0.8881010354280608
5	0.4624546462588984	0.4324841207784155	0.8820021277008446	0.8982748225316831
6	0.4671957741855927	0.4403832290807496	0.8693648207983994	0.8923289002384154
7	0.4701617597804769	0.4457956443986167	0.8805309649350599	0.8979674712572274
8	0.4433445263168086	0.4181268347994141	0.8894738528894759	0.9121796430626152
9	0.4402161826096151	0.4244528671969538	0.8961329723232683	0.9026333855261364
10	0.45644971193826717	0.42890064450709714	0.8840559666151014	0.9048839705552589
11	0.43341739491924	0.4163097128595995	0.8955178855637478	0.9109232018046844
12	0.4322848864223646	0.41346928785028664	0.8850277870249907	0.9065618235339942
13	0.4188316520303488	0.42070144463492476	0.8993421359797877	0.909860511408367
14	0.43805397139943164	0.43563279250393744	0.8864177224121127	0.9032021781784226
15	0.4267415308353046	0.4265401342316814	0.8906635258091543	0.8965824841503544
16	0.42253279730515636	0.4328607617189055	0.8904859885758376	0.90623875419346
17	0.44117616481431154	0.4200856478317924	0.8913205003448517	0.9128795338100726
18	0.42929699219277373	0.4172919267869514	0.897353878428496	0.9057311246475456
19	0.43230942499054514	0.4176963224359181	0.884916713399679	0.9086906724091596
20	0.42113511268373416	0.4195993095636368	0.898160291998661	0.9011225689292236
21	0.4302191060117405	0.412929499440867	0.885451454425862	0.8998343968222718
22	0.44079267715468357	0.43079462291105936	0.8904999341622445	0.9041418036807783
23	0.4383687466059042	0.40941227778144507	0.8867894799484544	0.9117712272966279
24	0.4316975958240421	0.4268587276987407	0.8868949477405443	0.9058317139593318
25	0.4278009227355537	0.4443723656561064	0.8983808138167123	0.8939319179219547
26	0.42704822900502576	0.429767605079257	0.8936389539880147	0.8954157268918919
27	0.4319240017996534	0.42199938857684965	0.8910242612250786	0.9038688524590164
28	0.4271361075503671	0.447267175692579	0.8977483812344551	0.8920526683371898
29	0.4252468156830772	0.43161844656519266	0.8826172630553001	0.9065323899201764
30	0.4299468436966772	0.42363643694830977	0.8931147301215621	0.902841493716273
31	0.4258851694024127	0.4241433400336815	0.8923507224438818	0.9073838120351094
32	0.4264342323674456	0.4220964856769728	0.8808523587964987	0.9086909548967241
33	0.4184748996859011	0.4293010847076126	0.8958957320918082	0.8994560550330759
