epoch	train_loss	valid_loss	train_qwk	valid_qwk
0	0.8446529173980588	0.8512152407480322	0.6738812576838283	0.732766540766774
1	0.6795656619512517	1.6191889151282932	0.7758515626402855	0.5295036551190546
2	0.6529558851667072	0.634956225104954	0.7868529479007274	0.8270305737244275
3	0.614773899640726	0.601203934006069	0.816339169241117	0.8178297706078337
4	0.6134725692479507	0.595188760239145	0.8082564938368799	0.8363762761013482
5	0.5707599766876387	0.60092333736627	0.8378925951690428	0.8382257301722594
6	0.5552211235398832	0.5596916740355284	0.8424255434000315	0.8449265269783063
7	0.5511244039820589	0.601177040649497	0.844186481912159	0.8237540393015319
8	0.5519170890683713	0.654060590526332	0.8514769759326491	0.768190761031644
9	0.5280267852156059	0.5220903754234314	0.8501350107435282	0.8494356452901539
10	0.5242328873795011	0.5606903744780499	0.8550702337736612	0.8612670926295918
11	0.5106574601453283	0.5349517192529596	0.8631033824292358	0.8745583870597924
12	0.5280943908121275	0.5020937206952468	0.8527351492559431	0.8784675439655519
13	0.5069284388876479	0.5518668721551481	0.8614681267759629	0.8786231498368947
14	0.49352531928731047	0.5476868502471758	0.8624606246676216	0.8482118098738133
15	0.4890508463849192	0.5441669277522875	0.8697730422387286	0.8594847805306068
16	0.49659512515949167	0.5097637698054314	0.8680732189648583	0.8690551991925368
17	0.48122278115023737	0.5534975813782733	0.8803874770299349	0.8778546839373605
18	0.48648000459956087	0.4718947702127954	0.870467280990286	0.8868178681500456
19	0.4608993342389231	0.49210050442944403	0.8842140580439524	0.8904491137967813
20	0.4518038058734458	0.4686035287121068	0.8862362027775829	0.8863539153637373
21	0.4532722135924775	0.507073863045029	0.881232248753639	0.8886423561608583
22	0.44664683581694314	0.6565493967222131	0.8894583096439194	0.8274311539752739
23	0.4625098433183587	0.5382113806579424	0.8784809257693992	0.8728783658199067
24	0.46535145766709163	0.49763586728469184	0.8798294261653914	0.8904308075102328
25	0.4253510850603166	0.4578135220900826	0.8901061955702549	0.897582294748116
26	0.43948934664544853	0.4889842479125313	0.8884513901335153	0.8883328284429004
27	0.4374320913592111	0.4578282541554907	0.8861582454057462	0.899850507787601
28	0.4204863802246425	0.5183807345836059	0.8898222154808662	0.8570642896009603
29	0.42591794159101404	0.45044924772304035	0.8973488699678733	0.8981952299750774
30	0.419855655859346	0.46814349682434747	0.8961454736119954	0.8966733049355423
31	0.4038979281549868	0.4500071477630864	0.8982225111235186	0.8874994102678488
32	0.4159716761306576	0.44600045810575073	0.8986997958006184	0.8889668025427839
33	0.41019832164697023	0.47291732417500537	0.8994974984431432	0.9025542994929908
34	0.39840425486149994	0.48175741408182227	0.8986354121296773	0.8843527597345019
35	0.3870828345256007	0.44089328076528467	0.9072059445230335	0.8992246408245214
36	0.39079478771790216	0.46262842611126276	0.9083900210079405	0.9039071056002079
37	0.39213646284264064	0.4489445712255395	0.9113797287232613	0.901246353598987
38	0.39341341315404227	0.48889471266580664	0.9052980708897239	0.8694058820087001
39	0.39209157609097334	0.5398374225782312	0.9004356852367805	0.8797947949961168
40	0.3804159336116003	0.4708543730818707	0.9049359612704098	0.9026978958151249
41	0.3751106704382793	0.4299229947121247	0.9081877835708085	0.9138551271004496
42	0.36755537889573886	0.44206057294555334	0.9067390203945632	0.8992177444510734
43	0.36098485359031224	0.4761178856310637	0.9128713371041345	0.8902530318910017
44	0.3594799367306025	0.4669010166240775	0.9104721127908857	0.9005826149978998
45	0.3603244341262009	0.45561713239421014	0.9130741894204252	0.9026902040279179
46	0.35031128626154817	0.48070598879586096	0.9184958513985255	0.9036761909282841
47	0.3552151749963346	0.4901790307915729	0.9164445933701943	0.8987352802712861
48	0.37109597529406135	0.44946021489475085	0.9057301723152287	0.8971529048609888
49	0.3356696466064971	0.4446996793798778	0.9213106958969541	0.9015413968541032
50	0.3451169577791639	0.4364435944868171	0.9190218023313668	0.9045943425127728
51	0.32914537790676823	0.48129551177439484	0.9207189376430849	0.8956637097600693
