epoch	train_loss	valid_loss	train_qwk	valid_qwk
0	0.7307645312469938	0.599216572292473	0.7666588928377092	0.7985141410808163
1	0.6145323410468257	0.5754556088991787	0.8307809099974613	0.870094190752787
2	0.6026883143121782	0.5207133092310118	0.8247907816437519	0.8562958951628199
3	0.5445403349788293	0.4650437388083209	0.8576163759397992	0.884444298038699
4	0.5529402858051269	0.5798846846041472	0.8511380224583318	0.8487862797708873
5	0.5267842838783627	0.4806620284267094	0.8625598482195169	0.8823217869779416
6	0.5337660259202771	0.4903950062782868	0.8463576202146614	0.8733930240548329
7	0.5194293069450752	0.4715811007696649	0.8704536662171969	0.8927844099148261
8	0.5018107739641614	0.47499127556448395	0.8742637740341476	0.88784445053914
9	0.48749999653386034	0.6220627890332885	0.8836682603432418	0.8575659193888868
10	0.5090897628308638	0.45929919426207955	0.8727982356589508	0.9026712158737307
11	0.4940196385445154	0.47046292087306146	0.8753499922114057	0.8874438660871254
12	0.572995622601846	0.4739030768042025	0.8287011581616482	0.8913336321655531
13	0.48851223144194356	0.47088263507770456	0.8760310991467514	0.8905178257522663
14	0.47277373569491116	0.4743726311818413	0.8772846637178124	0.9051648749212343
15	0.4771435999351999	0.48026070403664006	0.8798916694159866	0.8713638318995092
16	0.45662850991863274	0.4648992292906927	0.8822786065496758	0.9022574196507664
17	0.5038146374990111	0.4514747686360193	0.8858750769626628	0.9001368365072631
18	0.47033884769062634	0.4943880895557611	0.8903878094695792	0.8835667808448331
19	0.43928191049591353	0.45245420122924057	0.8926075652720299	0.9073532537817637
20	0.43319937696113536	0.440180289518574	0.8902279076531261	0.9120729790043967
21	0.4485636702131318	0.4754675325492154	0.8880837834551991	0.902571484511804
22	0.4435412901575151	0.49895268727255904	0.8913225870416559	0.8916358581015229
23	0.4348193336197216	0.45602809394831245	0.8939100846912031	0.89617839103395
24	0.42786690029923036	0.4383504766484965	0.9017782309142567	0.9029318374950489
25	0.4668627072368627	0.5575325189401275	0.8903808101526838	0.8766537333435465
26	0.42209145770934614	0.5033053762238958	0.9077337149035194	0.8808949786873848
27	0.4350673902941787	0.4411510178900283	0.8946576489192613	0.9027322144236405
28	0.4585076499244441	0.4861151075557522	0.8816722881081324	0.8902054996528173
29	0.4355781793837314	0.44210829877335095	0.8955472364813389	0.9060873668716408
30	0.46481922212178295	0.5257063501554987	0.886050995058788	0.9007195713501641
31	0.41747541077758954	0.42837662039243657	0.8978977633068668	0.9129396788593284
32	0.3902049114441742	0.5018144379491392	0.9009595655628558	0.8998058277925909
33	0.39957614506230404	0.4471671064586743	0.9126881911105235	0.9068634717604456
34	0.4166873660262512	0.4346659573847833	0.9088876755477437	0.9015668277552346
35	0.39647062742353784	0.45939401909708977	0.9087992791931409	0.9033770955082294
36	0.38455698829468177	0.47880441387710365	0.9095842266157549	0.8935679332698594
37	0.3721954184381858	0.434592516525932	0.9168679428038399	0.9018971021501443
38	0.38476863013499457	0.39642167075172713	0.9137971503416009	0.9111148422542634
39	0.36615693520592607	0.46152186766266823	0.9176123709698856	0.9049589874021597
40	0.3771664505905431	0.45604229135357816	0.9211418569933595	0.9003268276448462
41	0.36484944136084424	0.4242061496428821	0.9213428222551509	0.9122574474458518
42	0.39007617063496425	0.4434410865702059	0.9041169308639034	0.9152207228347543
43	0.39421973964604345	0.4766288250684738	0.9108360242947207	0.9028302512096507
44	0.3590272848048936	0.41834884598527267	0.9109413422490006	0.9013175493942607
45	0.3655263010574424	0.42839698833615886	0.9220812827240958	0.8993154820529576
46	0.36242941131248424	0.4223381211252316	0.9224022787930553	0.9208958165199602
47	0.3518480673918258	0.4650570581788602	0.9251161324881887	0.9164648683893464
48	0.39117249255271064	0.4602469727396965	0.9165951094653095	0.9138723654255709
