epoch	train_loss	valid_loss	train_qwk	valid_qwk
0	0.7430464131352694	0.9588494346193646	0.7698120287555964	0.7373041772481261
1	0.6341616101562977	0.8662151402753332	0.8270672436761195	0.8249331801887673
2	0.5816508872515481	0.5405717210277267	0.8407327242488799	0.8802094734639407
3	0.5622375527315814	0.7457245079719502	0.8516261997927117	0.8278857516543539
4	0.5190216266428647	0.6748722228019134	0.8666088335723099	0.8005476549610483
5	0.4942924833006185	0.5314550059645072	0.8770319350194324	0.8995096313014475
6	0.465684497890913	0.4672547471912011	0.8837879100513679	0.8939075442634441
7	0.48345349850537983	0.47921735177869385	0.8884366014002832	0.9008103658652453
8	0.4734500186598819	0.4491269990153935	0.8938521140009783	0.9053343006560376
9	0.41501378089837404	0.469622737687567	0.9030576694796576	0.9019673854894944
10	0.45398010515972326	0.4843781590461731	0.89628251071678	0.8797536369193308
11	0.40303323069668334	0.5632015453732532	0.9097200198150647	0.8748077253542673
12	0.4403041914591323	0.47365890637688013	0.8945238139734137	0.8985989351263532
13	0.39192018544544344	0.48043285779978917	0.9073802943365619	0.892140301349002
14	0.3917203959401535	0.4856093247299609	0.911646789983476	0.9041811191553598
15	0.3637054368205693	0.46939357467319653	0.9208314871481216	0.8961864906879424
16	0.338894069235286	0.4450669975384422	0.9207811584630008	0.9160128780768138
17	0.3435184583472817	0.48111909725095914	0.922606534918752	0.9026246528432225
18	0.33647363620769716	0.4630945302222086	0.92787533247283	0.9087084676805557
19	0.33752382255118824	0.5618088902986568	0.9185199835530596	0.8943578954111014
20	0.3206966638403094	0.5370801455624725	0.9324826948449738	0.9063157639582108
21	0.30570157601133635	0.5023507900212122	0.935560000187871	0.9000986045647202
22	0.30278295161121566	0.5396665908072306	0.9319866911238696	0.897285553642134
23	0.2903591379442293	0.5754687335828076	0.9345599611764244	0.885551232810696
24	0.251835218752208	0.5260181323341702	0.9475612073356108	0.921841851803728
25	0.2320965406201456	0.6008986827471982	0.9450704134321979	0.9052968327850933
26	0.2338245885608637	0.6126429778726205	0.9480958204504638	0.9064998635008399
